"casenum","fileid","year","month","day","cite","vol","beginpg","endopin","endpage","docnum","multdoc","method","circuit","state","district","origin","source","distjudg","applfrom","adminrev","priorpub","opinstat","treat","classact","crossapp","majvotes","dissent","concur","counsel1","counsel2","amicus","sanction","initiate","interven","numappel","appnatpr","appbus","appnonp","appfed","appsubst","appstate","appfiduc","ap_stid","genapel1","bank_ap1","genapel2","bank_ap2","appel1","appel2","realapp","numresp","r_natpr","r_bus","r_nonp","r_fed","r_subst","r_state","r_fiduc","r_stid","respond1","respond2","realresp","genresp1","genresp2","bank_r1","bank_r2","const1","const2","usc1","usc1sect","usc2","usc2sect","civproc1","civproc2","crmproc1","crmproc2","juris","statecl","standing","mootness","exhaust","timely","immunity","frivol","polquest","oththres","late","frivapp","othappth","constit","fedlaw","procedur","typeiss","prejud","insane","improper","juryinst","othjury","deathpen","sentence","indict","confess","search","othadmis","plea","counsel","rtcouns","suffic","indigent","entrap","procdis","othcrim","dueproc","execord","stpolicy","weightev","pretrial","trialpro","post_trl","attyfee","judgdisc","altdisp","injunct","summary","fedvst","foreign","int_law","st_v_st","discover","othcivil","subevid","denovo","erron","capric","abusedis","judrev","genstand","notice","alj","agen_acq","freeinfo","comment","record","diverse","whlaws","casetyp1","geniss","direct1","casetyp2","direct2","habeas","decuncon","unan","signed","codej1","codej2","j2vote1","j2vote2","j2maj1","j2maj2","codej3","j3vote1","j3vote2","j3maj1","j3maj2","codej4","j4vote1","j4vote2","j4maj1","j4maj2","codej5","j5vote1","j5vote2","j5maj1","j5maj2","codej6","j6vote1","j6vote2","j6maj1","j6maj2","codej7","j7vote1","j7vote2","j7maj1","j7maj2","codej8","j8vote1","j8vote2","j8maj1","j8maj2","codej9","j9vote1","j9vote2","j9maj1","j9maj2","codej10","j10vote1","j10vote2","j10maj1","j10maj2","codej11","j11vote1","j11vote2","j11maj1","j11maj2","codej12","j12vote1","j12vote2","j12maj1","j12maj2","codej13","j13vote1","j13vote2","j13maj1","j13maj2","codej14","j14vote1","j14vote2","j14maj1","j14maj2","codej15","j15vote1","j15vote2","j15maj1","j15maj2","govt","pagelgth","multiple","resstate","polques","j16maj1","j16vote1","docknum","sample","supct","Circuit","Year","Circuit_Cases","year_circuit_cases","sample_cases","year_sample_cases","circuit_proportion","sample_proportion","weighting"
17996,"B0696MH1",1996,9,11,"3095/0429",3095,429,438,438,94006288,1,1,6,17,1,1,1,10609,3,15,"",1,6,0,1,3,0,0,4,4,0,4,2,NA,1,0,1,0,0,0,0,0,NA,1,2,NA,NA,13702,NA,0,1,1,0,0,0,0,0,0,NA,73000,NA,0,7,NA,2,NA,0,0,29,1001,29,2510,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,7,1,NA,NA,0,0,1,1,10637,619,1,NA,1,NA,646,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
17997,"B0696MH1",1996,6,25,"3086/0626",3086,626,630,630,94001857,1,1,6,22,1,1,1,10674,3,15,"",1,1,0,0,3,0,0,4,4,0,4,2,NA,1,0,0,0,0,1,0,0,22,4,2,NA,NA,47002,NA,0,1,0,1,0,0,0,0,0,NA,13501,NA,0,1,NA,2,NA,0,0,49,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,7,3,NA,NA,0,0,1,1,646,619,3,NA,1,NA,618,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
17998,"B0696MH1",1996,7,18,"3090/0138",3090,138,143,143,95005520,1,1,6,17,1,3,1,20649,5,15,"",1,1,0,0,3,0,0,3,6,0,4,1,NA,1,1,0,0,0,0,0,0,NA,7,2,NA,NA,73001,NA,0,1,0,0,0,0,0,1,0,17,56003,NA,0,5,NA,2,NA,105,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1,1,NA,NA,1,0,1,1,635,646,1,NA,1,NA,1107,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
17999,"B0696MH1",1996,11,4,"3099/1340",3099,1340,1352,1352,95001036,1,1,6,22,1,1,1,20658,10,15,"859FS1058",1,3,0,1,3,0,0,4,4,0,4,2,NA,1,0,1,0,0,0,0,0,NA,1,2,NA,NA,13702,NA,0,1,0,1,0,0,0,0,0,NA,13702,NA,0,1,NA,2,NA,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,7,0,NA,NA,0,0,1,1,645,646,0,NA,1,NA,20669,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18000,"B0696MH1",1996,9,30,"3097/0118",3097,118,122,125,95003008,1,8,6,55,0,8,11,99999,12,15,"",1,5,0,0,2,1,0,4,5,0,4,2,NA,2,2,0,0,0,0,0,0,NA,7,2,NA,NA,71005,NA,0,1,0,0,0,1,0,0,0,NA,31008,NA,1,3,NA,2,NA,0,0,5,504,28,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,772,7,1,NA,NA,0,0,2,1,629,623,1,NA,1,NA,639,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18001,"B0696MH1",1996,9,16,"3096/0174",3096,174,182,182,95001952,1,1,6,22,1,1,1,20615,3,15,"",1,2,0,0,3,0,0,4,4,0,4,1,NA,1,0,1,0,0,0,0,0,NA,1,2,NA,NA,14601,NA,0,1,0,1,0,0,0,0,0,NA,13401,NA,0,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,7,1,NA,NA,0,0,1,1,625,644,1,NA,1,NA,648,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18002,"B0696MH1",1996,3,13,"3079/0029",3079,29,33,33,94003819,1,1,6,35,5,5,1,20606,10,15,"",1,1,0,0,3,0,0,4,5,0,4,1,NA,1,1,0,0,0,0,0,0,NA,7,2,NA,NA,71000,NA,0,1,0,0,0,1,0,0,0,NA,35006,NA,0,3,NA,2,NA,104,101,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,1,313,1,0,0,1,1,620,613,1,1,1,1,645,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18003,"B0696MH1",1996,9,9,"3095/0409",3095,409,422,422,95005687,1,1,6,17,2,5,1,10660,4,15,"",1,3,0,0,3,0,0,4,5,0,4,2,NA,1,1,0,0,0,0,0,0,NA,7,2,NA,NA,71000,NA,0,1,0,0,0,1,0,0,0,NA,39000,NA,0,3,NA,2,NA,104,0,18,3731,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,3,NA,NA,0,0,1,1,10625,639,3,NA,1,NA,635,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18004,"B0696MH1",1996,2,27,"3076/0794",3076,794,796,796,94001919,1,1,6,22,1,1,1,20636,3,15,"",1,1,0,0,3,0,0,4,4,0,4,1,NA,1,0,0,0,0,0,0,1,NA,8,2,NA,NA,81004,NA,0,3,1,2,0,0,0,0,0,NA,13501,71005,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,7,1,NA,NA,0,0,1,1,10625,629,1,NA,1,NA,647,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18005,"B0696MH1",1996,6,19,"3087/0172",3087,172,176,176,94002125,1,1,6,22,1,1,1,20655,3,15,"",1,6,0,0,3,0,0,1,6,0,4,1,NA,1,1,0,0,0,0,0,0,NA,7,2,NA,NA,71901,NA,0,5,0,0,0,0,0,5,0,22,56003,NA,0,5,NA,2,NA,101,0,42,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2,2,NA,NA,0,0,1,1,20671,625,2,NA,1,NA,639,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18006,"B0696MH1",1996,10,16,"3098/0234",3098,234,239,239,95002182,1,1,6,22,1,1,1,10647,2,15,"",1,3,0,0,3,0,0,4,4,0,4,1,NA,2,0,2,0,0,0,0,0,NA,1,2,NA,NA,14707,NA,0,2,2,0,0,0,0,0,0,NA,71004,73004,0,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,7,1,NA,NA,0,0,1,1,614,639,1,NA,1,NA,645,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18007,"B0696MH1",1996,1,12,"3073/0093",3073,93,99,100,94001540,1,1,6,22,1,1,1,20615,3,15,"",1,1,0,0,2,1,0,5,4,0,4,2,NA,1,0,0,0,1,0,0,0,NA,3,2,NA,NA,31010,NA,0,1,0,1,0,0,0,0,0,NA,12903,NA,0,1,NA,2,NA,0,0,5,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,4,3,NA,NA,0,0,2,1,648,618,3,NA,1,NA,635,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18008,"B0696MH1",1996,2,22,"3076/0743",3076,743,751,751,94003677,1,1,6,35,5,1,1,10642,1,15,"",1,1,0,0,3,0,0,4,4,0,4,1,NA,2,0,2,0,0,0,0,0,NA,1,2,NA,NA,13610,NA,0,1,0,1,0,0,0,0,0,NA,13610,NA,0,1,NA,2,NA,0,0,0,0,0,0,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,7,1,NA,NA,0,0,1,1,646,619,1,NA,1,NA,620,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18009,"B0696MH1",1996,3,8,"3077/0889",3077,889,898,898,94004217,1,1,6,35,6,1,1,20667,3,15,"",1,6,1,0,3,0,0,4,4,0,4,1,NA,1,1,0,0,0,0,0,0,NA,7,2,NA,NA,71003,NA,0,2,0,2,0,0,0,0,0,NA,13702,NA,0,1,NA,2,NA,0,0,29,1144,29,1001,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,7,2,NA,NA,0,0,1,1,605,642,2,NA,1,NA,630,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18010,"B0696MH1",1996,6,26,"3087/0184",3087,184,188,188,95006323,1,1,6,42,2,1,1,20684,1,15,"",1,1,0,0,3,0,0,3,5,0,4,2,NA,1,1,0,0,0,0,0,0,NA,7,2,NA,NA,71001,NA,0,1,0,0,0,1,0,0,0,NA,39000,NA,0,3,NA,2,NA,0,0,18,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,1,NA,NA,0,0,1,1,20650,625,1,NA,1,NA,646,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18011,"B0696MH1",1996,7,9,"3088/0408",3088,408,410,410,95006229,1,1,6,42,1,1,1,10658,1,15,"",1,1,0,0,3,0,0,4,5,0,4,2,NA,2,2,0,0,0,0,0,0,NA,7,2,NA,NA,71005,NA,0,1,0,0,0,1,0,0,0,NA,39000,NA,0,3,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,1,NA,NA,0,0,1,1,645,629,1,NA,1,NA,605,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18012,"B0696MH1",1996,3,1,"3076/0808",3076,808,813,813,95005300,1,1,6,17,1,1,1,20651,1,15,"",1,6,0,0,3,0,0,4,5,0,4,2,NA,1,1,0,0,0,0,0,0,NA,7,2,NA,NA,71005,NA,0,1,0,0,0,1,0,0,0,NA,39000,NA,0,3,NA,2,NA,0,0,18,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,1,110,3,0,0,1,1,609,647,1,3,1,1,649,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18013,"B0696MH1",1996,3,4,"3077/0883",3077,883,887,887,95001079,1,1,6,22,1,1,1,20661,2,15,"",1,7,0,0,3,0,0,7,4,2,4,2,NA,1,0,0,1,0,0,0,0,NA,2,2,NA,NA,22005,NA,0,1,1,0,0,0,0,0,0,NA,71000,NA,0,7,NA,2,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,2,1,NA,NA,0,0,1,1,229,629,1,NA,1,NA,648,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18014,"B0696MH1",1996,7,18,"3089/0313",3089,313,316,316,95003660,1,1,6,55,0,6,11,99999,12,14,"",1,1,0,0,3,0,0,5,4,0,4,1,NA,1,0,0,0,1,0,0,0,NA,3,2,NA,NA,31011,NA,0,2,0,1,0,1,0,0,0,NA,13401,36002,2,1,3,2,2,0,0,29,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,604,6,1,NA,NA,0,0,1,1,1107,635,1,NA,1,NA,646,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
18015,"B0696MH1",1996,9,16,"3096/0159",3096,159,163,163,94002230,1,1,6,22,1,1,1,20656,3,15,"",1,1,0,0,3,0,0,4,6,0,4,1,NA,2,1,0,1,0,0,0,0,NA,7,2,2,2,73005,22009,0,6,0,1,2,0,3,0,0,22,22002,43001,0,2,4,2,2,104,114,42,1983,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,2,1,499,1,0,0,1,1,646,647,1,1,1,1,20669,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,6,96,404,6299,30,360,0.0641371646293062,0.0833333333333333,0.769645975551675
